OrphaCode,Name,ExpertLink,ClassOrphaCodes,ClassNames
397590,Silver-Russell syndrome due to a point mutation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=397590,93890,Rare developmental defect during embryogenesis
397587,Deep dermatophytosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=397587,68416,Rare infectious disease
394532,"Multiple acyl-CoA dehydrogenase deficiency, mild type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=394532,68367,Rare inborn errors of metabolism
394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=394529,68367,Rare inborn errors of metabolism
399808,Male infertility with teratozoospermia due to single gene mutation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399808,98047,Rare infertility
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399805,98047,Rare infertility
399329,Epiphysiolysis of the hip,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399329,93419,Rare bone disease
399180,Secondary non-traumatic avascular necrosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399180,93419,Rare bone disease
399175,Traumatic avascular necrosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399175,93419,Rare bone disease
399307,Idiopathic avascular necrosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399307,93419,Rare bone disease
399293,Osteonecrosis of the jaw,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399293,93419,Rare bone disease
399058,Alpha-B crystallin-related late-onset myopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399058,98006,Rare neurologic disease
398987,Malignant teratoma of ovary,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398987,250908,Rare neoplastic disease
399086,Finnish upper limb-onset distal myopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399086,98006,Rare neurologic disease
399081,KLHL9-related early-onset distal myopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399081,98006,Rare neurologic disease
399103,Distal nebulin myopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399103,98006,Rare neurologic disease
399096,Distal anoctaminopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399096,98006,Rare neurologic disease
398961,Mucinous adenocarcinoma of ovary,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398961,250908,Rare neoplastic disease
398980,Primary peritoneal serous/papillary carcinoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398980,250908,Rare neoplastic disease
398971,Clear cell adenocarcinoma of the ovary,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398971,250908,Rare neoplastic disease
398124,Neonatal lupus erythematosus,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398124,98023,Rare systemic or rheumatologic disease
398127,Neonatal scleroderma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398127,98023,Rare systemic or rheumatologic disease
398147,Persistent idiopathic facial pain,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398147,98006,Rare neurologic disease
398156,Oculoauriculofrontonasal syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398156,93890,Rare developmental defect during embryogenesis
398166,Focal facial dermal dysplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398166,89826,Rare skin disease
398173,Focal facial dermal dysplasia type II,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398173,89826,Rare skin disease
398189,Focal facial dermal dysplasia type IV,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398189,89826,Rare skin disease
398069,MAGEL2-related Prader-Willi-like syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398069,93890,Rare developmental defect during embryogenesis
398079,SIM1-related Prader-Willi-like syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398079,93890,Rare developmental defect during embryogenesis
398088,Hereditary cryohydrocytosis with normal stomatin,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398088,97992,Rare hematologic disease
398097,Neonatal antiphospholipid syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398097,98023,Rare systemic or rheumatologic disease
398109,Neonatal autoimmune hemolytic anemia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398109,98023,Rare systemic or rheumatologic disease
398117,Neonatal dermatomyositis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=398117,98023,Rare systemic or rheumatologic disease
435628,Keppen-Lubinsky syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435628,97978,Rare endocrine disease
435660,LIPE-related familial partial lipodystrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435660,97978,Rare endocrine disease
435651,CIDEC-related familial partial lipodystrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435651,97978,Rare endocrine disease
435638,3p25.3 microdeletion syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435638,98006,Rare neurologic disease
435804,Short stature-advanced bone age-early-onset osteoarthritis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435804,93419,Rare bone disease
435845,Lethal neonatal spasticity-epileptic encephalopathy syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435845,98006,Rare neurologic disease
435930,Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435930,93890,Rare developmental defect during embryogenesis
435819,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435819,98006,Rare neurologic disease
435953,Progeroid features-hepatocellular carcinoma predisposition syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435953,93890,Rare developmental defect during embryogenesis
435988,Chronic atrial and intestinal dysrhythmia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435988,97935,Rare gastroenterologic disease
435934,COG2-CDG,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435934,68367,Rare inborn errors of metabolism
435938,X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435938,93890,Rare developmental defect during embryogenesis
436141,Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436141,93890,Rare developmental defect during embryogenesis
436144,Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436144,97978,Rare endocrine disease
435998,Autosomal recessive intermediate Charcot-Marie-Tooth disease type D,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435998,98006,Rare neurologic disease
436003,Contractures-developmental delay-Pierre Robin syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436003,93890,Rare developmental defect during embryogenesis
436159,Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436159,98004,Rare immune disease
436151,Intellectual disability-expressive aphasia-facial dysmorphism syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436151,98006,Rare neurologic disease
436169,Thrombomodulin-related bleeding disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436169,97992,Rare hematologic disease
436166,Periodic fever-infantile enterocolitis-autoinflammatory syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436166,98023,Rare systemic or rheumatologic disease
436182,Microcephalic primordial dwarfism-insulin resistance syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436182,97978,Rare endocrine disease
436174,Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436174,97978,Rare endocrine disease
436245,Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436245,97966,Rare ophthalmic disorder
436242,Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436242,97929,Rare cardiac disease
436271,Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436271,98006,Rare neurologic disease
436252,Combined immunodeficiency-enteropathy spectrum,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436252,93890,Rare developmental defect during embryogenesis
436274,Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436274,97966,Rare ophthalmic disorder
437552,Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=437552,98004,Rare immune disease
437572,MYH7-related late-onset scapuloperoneal muscular dystrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=437572,98006,Rare neurologic disease
438178,Fatty acyl-CoA reductase 1 deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438178,68367,Rare inborn errors of metabolism
438159,STAT3-related early-onset multisystem autoimmune disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438159,98004,Rare immune disease
438134,PCNA-related progressive neurodegenerative photosensitivity syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438134,93890,Rare developmental defect during embryogenesis
438117,Steel syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438117,93419,Rare bone disease
438114,RARS-related autosomal recessive hypomyelinating leukodystrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438114,98006,Rare neurologic disease
438075,Ketoacidosis due to monocarboxylate transporter-1 deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438075,68367,Rare inborn errors of metabolism
438279,Human infection by orthopoxvirus,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438279,68416,Rare infectious disease
438274,GCGR-related hyperglucagonemia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438274,165711,Rare abdominal surgical disease
438266,Progressive encephalomyelitis with rigidity and myoclonus,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438266,98006,Rare neurologic disease
438216,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438216,98006,Rare neurologic disease
438213,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438213,98006,Rare neurologic disease
438207,Severe autosomal recessive macrothrombocytopenia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=438207,97992,Rare hematologic disease
439224,ALECT2 amyloidosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439224,98023,Rare systemic or rheumatologic disease
439232,AApoAIV amyloidosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439232,93626,Rare renal disease
439212,Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439212,98006,Rare neurologic disease
439218,KCNQ2-related epileptic encephalopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439218,98006,Rare neurologic disease
439196,Zinc-responsive necrolytic acral erythema,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439196,89826,Rare skin disease
439202,Non-recovering obstetric brachial plexus lesion,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439202,98006,Rare neurologic disease
439167,Placental insufficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439167,97929,Rare cardiac disease
439175,Pediatric arterial ischemic stroke,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439175,98006,Rare neurologic disease
439762,Systemic polyarteritis nodosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439762,98023,Rare systemic or rheumatologic disease
439822,PDE4D haploinsufficiency syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439822,93890,Rare developmental defect during embryogenesis
439746,Secondary polyarteritis nodosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439746,98023,Rare systemic or rheumatologic disease
439755,Single-organ polyarteritis nodosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439755,98023,Rare systemic or rheumatologic disease
439729,Cutaneous polyarteritis nodosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439729,98023,Rare systemic or rheumatologic disease
439737,Primary polyarteritis nodosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439737,98023,Rare systemic or rheumatologic disease
439254,ITM2B amyloidosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439254,98006,Rare neurologic disease
440221,Congenital oculomotor nerve palsy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440221,97966,Rare ophthalmic disorder
440233,Congenital abducens nerve palsy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440233,97966,Rare ophthalmic disorder
439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439854,97929,Rare cardiac disease
439897,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439897,93890,Rare developmental defect during embryogenesis
439881,Plastic bronchitis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439881,97955,Rare respiratory disease
440402,Interstitial lung disease due to ABCA3 deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440402,97955,Rare respiratory disease
440354,Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440354,93419,Rare bone disease
440392,Interstitial lung disease due to SP-C deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440392,97955,Rare respiratory disease
440368,Necrotizing soft tissue infection,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440368,68416,Rare infectious disease
440713,Isolated sedoheptulokinase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440713,68367,Rare inborn errors of metabolism
440724,Extensive peripapillary myelinated nerve fibers,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440724,97966,Rare ophthalmic disorder
440727,Combined hamartoma of the retina and retinal pigment epithelium,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440727,97966,Rare ophthalmic disorder
440731,L-ferritin deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440731,97992,Rare hematologic disease
440427,Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440427,97955,Rare respiratory disease
440437,Familial colorectal cancer Type X,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440437,250908,Rare neoplastic disease
440706,Ribose-5-P isomerase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440706,98006,Rare neurologic disease
441447,Early-onset posterior subcapsular cataract,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=441447,97966,Rare ophthalmic disorder
441452,Early-onset lamellar cataract,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=441452,97966,Rare ophthalmic disorder
440987,Isolated agenesis of gallbladder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=440987,57146,Rare hepatic disease
443057,Sporadic porphyria cutanea tarda,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443057,68367,Rare inborn errors of metabolism
443062,Familial porphyria cutanea tarda,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443062,68367,Rare inborn errors of metabolism
443079,Central serous chorioretinopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443079,97966,Rare ophthalmic disorder
443084,Baroreflex failure,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443084,98006,Rare neurologic disease
443070,Hemicrania continua,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443070,98006,Rare neurologic disease
443073,Charcot-Marie-Tooth disease type 2S,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443073,98006,Rare neurologic disease
442835,Non-specific early-onset epileptic encephalopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=442835,98006,Rare neurologic disease
442582,AH amyloidosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=442582,98023,Rare systemic or rheumatologic disease
443197,X-linked erythropoietic protoporphyria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443197,68367,Rare inborn errors of metabolism
3008,Pyruvate carboxylase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3008,68367,Rare inborn errors of metabolism
443192,Classic stiff person syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443192,98006,Rare neurologic disease
443180,Spontaneous intracranial hypotension,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443180,98006,Rare neurologic disease
443173,Postpartum psychosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443173,98006,Rare neurologic disease
443291,HIV-associated cancer,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443291,250908,Rare neoplastic disease
298,Mitochondrial neurogastrointestinal encephalomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=298,68367,Rare inborn errors of metabolism
396,Chronic hiccup,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=396,98006,Rare neurologic disease
443236,Postural orthostatic tachycardia syndrome due to NET deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443236,98006,Rare neurologic disease
552,MODY,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=552,97978,Rare endocrine disease
854,Primitive portal vein thrombosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=854,57146,Rare hepatic disease
443227,Paratyphoid fever,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443227,68416,Rare infectious disease
443098,Hyperostosis cranialis interna,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443098,93419,Rare bone disease
443087,"46,XY disorder of sex development due to testicular 17,20-desmolase deficiency",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443087,93890,Rare developmental defect during embryogenesis
443167,NUT midline carcinoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443167,250908,Rare neoplastic disease
130,Brugada syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=130,97929,Rare cardiac disease
277,Severe combined immunodeficiency due to adenosine deaminase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=277,98004,Rare immune disease
443162,NDE1-related microhydranencephaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443162,98006,Rare neurologic disease
443159,Lymphoplasmacytic lymphoma without IgM production,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443159,250908,Rare neoplastic disease
443101,Hypothalamic adipsic hypernatraemia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443101,97978,Rare endocrine disease
443804,Focal stiff limb syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443804,98006,Rare neurologic disease
443811,PGM3-CDG,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443811,68367,Rare inborn errors of metabolism
443950,DNAJB2-related Charcot-Marie-Tooth disease type 2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443950,98006,Rare neurologic disease
443988,Ventriculomegaly-cystic kidney disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443988,93890,Rare developmental defect during embryogenesis
444092,Autoimmune interstitial lung disease-arthritis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444092,98023,Rare systemic or rheumatologic disease
444099,Autosomal dominant spastic paraplegia type 73,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444099,98006,Rare neurologic disease
444138,Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444138,89826,Rare skin disease
444002,11q22.2q22.3 microdeletion syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444002,93890,Rare developmental defect during embryogenesis
443995,Mandibulofacial dysostosis with alopecia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=443995,93890,Rare developmental defect during embryogenesis
444048,"46,XX ovarian dysgenesis-short stature syndrome",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444048,93890,Rare developmental defect during embryogenesis
444013,Combined oxidative phosphorylation defect type 23,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444013,68367,Rare inborn errors of metabolism
444069,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444069,93890,Rare developmental defect during embryogenesis
444051,20q11.2 microdeletion syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444051,93890,Rare developmental defect during embryogenesis
444077,Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444077,93890,Rare developmental defect during embryogenesis
444072,Cerebellar-facial-dental syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444072,93890,Rare developmental defect during embryogenesis
444463,Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444463,98023,Rare systemic or rheumatologic disease
444490,Familial chylomicronemia syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444490,97978,Rare endocrine disease
444316,Idiopathic phalangeal acro-osteolysis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444316,93419,Rare bone disease
444458,Combined oxidative phosphorylation defect type 24,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=444458,68367,Rare inborn errors of metabolism
445110,Limb-girdle muscular dystrophy due to POMK deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=445110,98006,Rare neurologic disease
445062,Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=445062,97978,Rare endocrine disease
445038,3-methylglutaconic aciduria type 7,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=445038,68367,Rare inborn errors of metabolism
445018,Combined immunodeficiency due to LRBA deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=445018,98004,Rare immune disease
447731,NIK deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447731,98004,Rare immune disease
447737,DOCK2 deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447737,98004,Rare immune disease
447740,Susceptibility to localized juvenile periodontitis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447740,98004,Rare immune disease
447881,Idiopathic dropped head syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447881,98006,Rare neurologic disease
447877,Polymerase proofreading-related adenomatous polyposis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447877,97935,Rare gastroenterologic disease
447896,Tremor-ataxia-central hypomyelination syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447896,98006,Rare neurologic disease
447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447893,98006,Rare neurologic disease
447788,Cerebral visual impairment,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447788,97966,Rare ophthalmic disorder
447795,Lipoyl transferase 2 deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447795,98053,Rare genetic disease
447774,Secondary sclerosing cholangitis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447774,57146,Rare hepatic disease
447784,Mitochondrial pyruvate carrier deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447784,68367,Rare inborn errors of metabolism
447777,Keratocystic odontogenic tumor,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447777,98026,Rare odontologic disease
447757,Autosomal dominant spastic paraplegia type 9B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447757,98006,Rare neurologic disease
447753,Autosomal dominant spastic paraplegia type 9A,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447753,98006,Rare neurologic disease
447764,IgG4-related sclerosing cholangitis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447764,57146,Rare hepatic disease
447760,Autosomal recessive spastic paraplegia type 9B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447760,98006,Rare neurologic disease
412066,PRKAR1B-related neurodegenerative dementia with intermediate filaments,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412066,98006,Rare neurologic disease
